Probe	Ensembl	chromosome_name
4040754	ENSG00000112378	
7550192	ENSG00000112394	6
610367	ENSG00000112406	6
830523	ENSG00000112414	6
6980113	ENSG00000112419	6
6510706	ENSG00000112425	6
5890470	ENSG00000112486	6
4210746	ENSG00000112530	
4570440	ENSG00000112531	6
1050086	ENSG00000112561	6
6380370	ENSG00000112576	6
4860356	ENSG00000112578	6
7610121	ENSG00000112584	6
6220470	ENSG00000112592	6
4590669	ENSG00000112619	6
3420450	ENSG00000112624	6
5090035	ENSG00000112640	6
6420296	ENSG00000112651	6
3450020	ENSG00000112655	6
20022	ENSG00000112658	6
6580491	ENSG00000112659	6
7210484	ENSG00000112667	
3710626	ENSG00000112679	6
2640110	ENSG00000112685	
1240039	ENSG00000112697	
6840156	ENSG00000112699	6
5870593	ENSG00000112701	
2640224	ENSG00000112715	
7100372	ENSG00000112739	
5870725	ENSG00000112742	6
6180687	ENSG00000112759	
3310333	ENSG00000112761	6
2570477	ENSG00000112763	
3940133	ENSG00000112773	6
6020132	ENSG00000112782	6
870736	ENSG00000112787	
540465	ENSG00000112796	6
6840408	ENSG00000112799	6
4480037	ENSG00000112851	
3170519	ENSG00000112855	
150450	ENSG00000112874	5
1030368	ENSG00000112877	5
3990608	ENSG00000112893	
4210215	ENSG00000112902	
4730292	ENSG00000112941	5
5270112	ENSG00000112972	5
2710491	ENSG00000112977	
670397	ENSG00000112983	
1050195	ENSG00000112984	5
2060450	ENSG00000112992	5
7200670	ENSG00000112996	5
3190131	ENSG00000113048	
6180170	ENSG00000113068	5
1820594	ENSG00000113070	
3940017	ENSG00000113083	5
1260482	ENSG00000113088	5
4120279	ENSG00000113108	5
5720474	ENSG00000113119	
5050382	ENSG00000113140	5
3120576	ENSG00000113141	5
6550603	ENSG00000113161	5
2630053	ENSG00000113163	
6450703	ENSG00000113194	5
580187	ENSG00000113231	
5820403	ENSG00000113240	5
7560632	ENSG00000113263	5
1510722	ENSG00000113269	5
4730348	ENSG00000113272	
270215	ENSG00000113273	
7040280	ENSG00000113282	5
6200253	ENSG00000113296	5
4560139	ENSG00000113300	
5860551	ENSG00000113303	
7210075	ENSG00000113312	5
6270750	ENSG00000113319	5
3170110	ENSG00000113328	5
1260458	ENSG00000113360	
4060672	ENSG00000113369	
2320068	ENSG00000113384	5
1660661	ENSG00000113387	5
5700477	ENSG00000113389	5
4860379	ENSG00000113391	5
2710195	ENSG00000113407	
2120450	ENSG00000113441	
1770114	ENSG00000113448	5
2260450	ENSG00000113456	5
1110722	ENSG00000113460	
2450025	ENSG00000113494	5
4880403	ENSG00000113504	
3840377	ENSG00000113520	5
1400253	ENSG00000113522	5
2070440	ENSG00000113532	
2600059	ENSG00000113552	5
7510369	ENSG00000113555	5
6060685	ENSG00000113569	5
1740240	ENSG00000113575	
5820204	ENSG00000113580	5
770379	ENSG00000113593	
1440543	ENSG00000113595	5
5290192	ENSG00000113597	5
4880463	ENSG00000113615	
4150215	ENSG00000113621	5
3290324	ENSG00000113638	5
60400	ENSG00000113643	5
1090575	ENSG00000113645	5
2360471	ENSG00000113648	5
6450538	ENSG00000113649	5
4290431	ENSG00000113657	5
7560367	ENSG00000113658	5
7200376	ENSG00000113712	5
830039	ENSG00000113719	5
5960068	ENSG00000113721	5
4730343	ENSG00000113732	
6420376	ENSG00000113734	
1500131	ENSG00000113742	5
1070730	ENSG00000113749	5
6760008	ENSG00000113758	5
1980634	ENSG00000113763	5
4880382	ENSG00000113790	
5910689	ENSG00000113810	3
7550494	ENSG00000113811	3
270278	ENSG00000113812	3
7330286	ENSG00000113838	
6220685	ENSG00000113845	
3780554	ENSG00000113851	
6280458	ENSG00000113916	3
2100358	ENSG00000113924	
5270646	ENSG00000113966	3
1820746	ENSG00000113971	3
4210465	ENSG00000114013	3
5310736	ENSG00000114023	3
2760129	ENSG00000114026	
1170053	ENSG00000114030	
540056	ENSG00000114054	3
2360379	ENSG00000114062	
2510575	ENSG00000114098	3
4640242	ENSG00000114107	3
3870242	ENSG00000114120	3
940497	ENSG00000114124	3
460376	ENSG00000114125	3
7200678	ENSG00000114126	
1990487	ENSG00000114127	
6420324	ENSG00000114209	3
7400653	ENSG00000114268	3
2490593	ENSG00000114270	3
4290170	ENSG00000114302	3
1010528	ENSG00000114315	3
3400367	ENSG00000114316	3
60746	ENSG00000114331	
6840215	ENSG00000114346	
1090167	ENSG00000114353	3
870176	ENSG00000114354	3
5360014	ENSG00000114378	3
4810072	ENSG00000114383	3
4830328	ENSG00000114395	3
6560088	ENSG00000114405	3
520356	ENSG00000114416	3
5270132	ENSG00000114423	3
2370703	ENSG00000114439	3
5700224	ENSG00000114446	3
1660246	ENSG00000114450	3
1450113	ENSG00000114455	3
70551	ENSG00000114473	3
6280176	ENSG00000114480	3
4180465	ENSG00000114491	3
1820025	ENSG00000114503	3
7330014	ENSG00000114520	3
3940079	ENSG00000114529	
3420360	ENSG00000114541	
940373	ENSG00000114544	3
6450685	ENSG00000114554	3
6620609	ENSG00000114626	
3360669	ENSG00000114631	3
4050239	ENSG00000114648	3
3140382	ENSG00000114650	3
5870270	ENSG00000114654	
1190731	ENSG00000114656	
3140168	ENSG00000114670	3
2710192	ENSG00000114686	3
3420767	ENSG00000114735	3
4920064	ENSG00000114737	3
1440440	ENSG00000114738	3
2650110	ENSG00000114742	3
6560020	ENSG00000114744	3
6380086	ENSG00000114745	3
4560068	ENSG00000114757	3
3460634	ENSG00000114767	
7610050	ENSG00000114770	3
150064	ENSG00000114779	
2480091	ENSG00000114790	3
5910521	ENSG00000114805	
2690709	ENSG00000114812	
4900612	ENSG00000114841	3
2810523	ENSG00000114850	3
990703	ENSG00000114853	3
2690343	ENSG00000114854	3
3170689	ENSG00000114857	3
20162	ENSG00000114861	
3930189	ENSG00000114867	3
1300497	ENSG00000114902	3
6370079	ENSG00000114904	3
520164	ENSG00000114923	2
2260736	ENSG00000114933	
3780246	ENSG00000114942	2
110731	ENSG00000114948	
430242	ENSG00000114956	2
1190673	ENSG00000114988	2
6100382	ENSG00000114993	2
7320386	ENSG00000114999	2
5570608	ENSG00000115020	2
3120458	ENSG00000115053	2
2120088	ENSG00000115073	2
3290682	ENSG00000115084	
4780678	ENSG00000115085	2
1300762	ENSG00000115107	2
7320646	ENSG00000115109	
6510240	ENSG00000115112	2
3780544	ENSG00000115128	
1260020	ENSG00000115129	
620072	ENSG00000115137	2
5080072	ENSG00000115138	
3940672	ENSG00000115145	2
1440615	ENSG00000115155	2
5700433	ENSG00000115159	
2600392	ENSG00000115163	2
6940360	ENSG00000115170	2
3990324	ENSG00000115183	2
3520711	ENSG00000115204	2
2640437	ENSG00000115207	
6370494	ENSG00000115211	
430239	ENSG00000115216	2
7200768	ENSG00000115232	2
3360468	ENSG00000115234	2
60309	ENSG00000115239	
3140008	ENSG00000115241	
5820600	ENSG00000115255	19
1710538	ENSG00000115257	19
4180358	ENSG00000115266	19
6290609	ENSG00000115268	
4230619	ENSG00000115271	2
460221	ENSG00000115274	2
4230309	ENSG00000115275	2
5690156	ENSG00000115282	2
70441	ENSG00000115286	19
5260386	ENSG00000115289	2
1660689	ENSG00000115290	2
3310672	ENSG00000115295	2
3710201	ENSG00000115306	2
1990632	ENSG00000115307	2
2230161	ENSG00000115310	2
6940209	ENSG00000115317	2
7200706	ENSG00000115318	2
3940008	ENSG00000115325	2
6590309	ENSG00000115350	2
4490537	ENSG00000115355	2
2680541	ENSG00000115364	2
4150138	ENSG00000115365	
6620670	ENSG00000115368	2
1500020	ENSG00000115392	
4040592	ENSG00000115414	2
2570079	ENSG00000115415	2
5570427	ENSG00000115419	
7380274	ENSG00000115421	2
2650725	ENSG00000115423	
6200255	ENSG00000115425	2
5390561	ENSG00000115446	2
4200674	ENSG00000115457	2
6520092	ENSG00000115459	2
3780138	ENSG00000115464	2
1980484	ENSG00000115468	2
6290014	ENSG00000115484	2
5360241	ENSG00000115486	2
7650309	ENSG00000115504	2
1740438	ENSG00000115507	2
4290521	ENSG00000115514	2
6380021	ENSG00000115520	2
6580041	ENSG00000115523	2
2450603	ENSG00000115524	2
5260403	ENSG00000115525	2
270348	ENSG00000115526	2
3870646	ENSG00000115539	2
240288	ENSG00000115540	2
1240504	ENSG00000115548	2
6940608	ENSG00000115556	2
2140634	ENSG00000115561	
150040	ENSG00000115568	2
1740451	ENSG00000115590	2
7000601	ENSG00000115592	2
240274	ENSG00000115594	2
2120608	ENSG00000115596	2
5420754	ENSG00000115602	
3370326	ENSG00000115604	2
6520180	ENSG00000115607	2
6110025	ENSG00000115641	2
1170056	ENSG00000115649	2
6760647	ENSG00000115652	2
2810367	ENSG00000115657	
2690102	ENSG00000115661	2
4480246	ENSG00000115677	2
7330678	ENSG00000115694	2
990441	ENSG00000115705	
4810039	ENSG00000115718	
1260086	ENSG00000115738	2
2570202	ENSG00000115750	2
520184	ENSG00000115756	2
4070017	ENSG00000115758	2
20601	ENSG00000115760	2
6760653	ENSG00000115761	2
3800537	ENSG00000115762	2
3390592	ENSG00000115806	2
5270441	ENSG00000115808	
4760373	ENSG00000115816	2
4810450	ENSG00000115825	2
2230653	ENSG00000115827	2
5570139	ENSG00000115828	2
3840079	ENSG00000115839	2
460180	ENSG00000115840	2
6860600	ENSG00000115841	2
6840711	ENSG00000115866	2
450168	ENSG00000115875	2
7000148	ENSG00000115884	
4780307	ENSG00000115896	2
6350392	ENSG00000115902	2
2140519	ENSG00000115904	2
7040142	ENSG00000115919	2
6860196	ENSG00000115935	
6620475	ENSG00000115942	
2000450	ENSG00000115946	2
2470431	ENSG00000115947	2
4810020	ENSG00000115956	2
2100735	ENSG00000115966	2
1580719	ENSG00000115970	2
6860170	ENSG00000115977	2
3170112	ENSG00000115993	2
5420719	ENSG00000115998	2
5310358	ENSG00000116001	
3450725	ENSG00000116005	2
4120131	ENSG00000116014	19
7610131	ENSG00000116016	
6510553	ENSG00000116017	19
5910452	ENSG00000116030	2
3830678	ENSG00000116031	2
2640168	ENSG00000116032	19
2450064	ENSG00000116044	2
1070228	ENSG00000116096	2
6650482	ENSG00000116106	2
3450601	ENSG00000116117	2
5080358	ENSG00000116120	
5130736	ENSG00000116127	
4480341	ENSG00000116133	1
4280072	ENSG00000116138	1
2030564	ENSG00000116151	1
4200543	ENSG00000116157	1
3310524	ENSG00000116161	1
1010730	ENSG00000116171	1
6250630	ENSG00000116191	
6650288	ENSG00000116198	
7650414	ENSG00000116199	1
7510553	ENSG00000116205	1
10725	ENSG00000116209	1
5570524	ENSG00000116212	1
1940605	ENSG00000116213	1
6370196	ENSG00000116221	
5550348	ENSG00000116237	1
7380689	ENSG00000116251	1
1500563	ENSG00000116254	1
2850021	ENSG00000116260	
3060022	ENSG00000116273	1
7100639	ENSG00000116285	1
610193	ENSG00000116288	1
520609	ENSG00000116299	1
6940132	ENSG00000116337	1
7200037	ENSG00000116350	
7100458	ENSG00000116353	1
840519	ENSG00000116396	1
5670398	ENSG00000116406	
1010598	ENSG00000116459	1
630487	ENSG00000116473	1
3140056	ENSG00000116478	1
3170189	ENSG00000116497	1
130403	ENSG00000116514	1
1980082	ENSG00000116521	
6900553	ENSG00000116525	1
4810239	ENSG00000116539	1
450048	ENSG00000116544	
5050408	ENSG00000116560	1
2650347	ENSG00000116580	1
3940484	ENSG00000116604	1
3890056	ENSG00000116641	
5570088	ENSG00000116649	1
4540215	ENSG00000116661	1
3800398	ENSG00000116663	1
2070470	ENSG00000116667	1
3290017	ENSG00000116668	1
2510278	ENSG00000116670	1
1940102	ENSG00000116675	
2680382	ENSG00000116678	
4280228	ENSG00000116679	
5550253	ENSG00000116688	1
6400288	ENSG00000116690	1
7200671	ENSG00000116691	
10458	ENSG00000116698	
70008	ENSG00000116701	1
4730360	ENSG00000116711	
4880673	ENSG00000116717	
4250711	ENSG00000116729	
4120639	ENSG00000116731	1
3400019	ENSG00000116741	
3610470	ENSG00000116747	1
2750746	ENSG00000116750	1
7610575	ENSG00000116752	
990543	ENSG00000116754	1
60138	ENSG00000116761	1
4890255	ENSG00000116771	1
3180070	ENSG00000116774	1
3390092	ENSG00000116786	
3850010	ENSG00000116791	1
6900521	ENSG00000116793	1
4880397	ENSG00000116809	1
5900594	ENSG00000116815	
4640176	ENSG00000116819	1
4210619	ENSG00000116824	1
2190220	ENSG00000116830	1
4490025	ENSG00000116852	
1010110	ENSG00000116857	1
730010	ENSG00000116863	1
2510687	ENSG00000116874	
3830400	ENSG00000116885	
3400674	ENSG00000116898	1
3170692	ENSG00000116903	
1580343	ENSG00000116906	1
2650014	ENSG00000116918	1
4540039	ENSG00000116922	
2810112	ENSG00000116954	1
4210491	ENSG00000116957	
4780239	ENSG00000116962	1
6270554	ENSG00000116977	
5220524	ENSG00000116983	1
4670711	ENSG00000116984	1
4570279	ENSG00000116985	
3420762	ENSG00000116990	
3460053	ENSG00000116991	1
520309	ENSG00000117000	1
2470743	ENSG00000117009	1
4200195	ENSG00000117010	1
6860121	ENSG00000117013	
4040189	ENSG00000117016	1
5490246	ENSG00000117020	
6350747	ENSG00000117036	
2470279	ENSG00000117054	
5810136	ENSG00000117090	1
2030767	ENSG00000117091	
4730746	ENSG00000117115	1
3370195	ENSG00000117118	1
2630626	ENSG00000117133	1
5870482	ENSG00000117139	1
3460187	ENSG00000117143	1
2850184	ENSG00000117151	1
6660152	ENSG00000117153	
1440546	ENSG00000117155	1
150681	ENSG00000117174	1
3890270	ENSG00000117215	1
940180	ENSG00000117222	1
2350189	ENSG00000117226	1
2190148	ENSG00000117228	
1090131	ENSG00000117245	1
7200491	ENSG00000117266	1
4540370	ENSG00000117280	
270050	ENSG00000117298	1
7380608	ENSG00000117305	
6980162	ENSG00000117308	1
7570324	ENSG00000117318	1
4810292	ENSG00000117322	
2120451	ENSG00000117335	1
1240739	ENSG00000117385	1
4590370	ENSG00000117394	
290114	ENSG00000117395	1
2510494	ENSG00000117408	1
7160059	ENSG00000117410	1
3120487	ENSG00000117411	1
1230736	ENSG00000117425	1
5550543	ENSG00000117448	1
6180446	ENSG00000117450	
3850017	ENSG00000117461	1
2940541	ENSG00000117475	
1450020	ENSG00000117479	1
1990471	ENSG00000117480	1
3120653	ENSG00000117481	
4210309	ENSG00000117500	1
4890706	ENSG00000117505	1
4640743	ENSG00000117519	1
1580736	ENSG00000117528	1
7100253	ENSG00000117533	1
4290010	ENSG00000117543	
4570612	ENSG00000117560	1
7150154	ENSG00000117569	1
5690398	ENSG00000117586	
7550343	ENSG00000117592	1
5910097	ENSG00000117593	1
6220133	ENSG00000117594	
240300	ENSG00000117595	
1300092	ENSG00000117597	
1050563	ENSG00000117601	1
4890156	ENSG00000117602	1
1500647	ENSG00000117614	1
2320408	ENSG00000117616	1
6660767	ENSG00000117620	1
3800041	ENSG00000117625	1
3460707	ENSG00000117632	1
6280184	ENSG00000117643	1
4610669	ENSG00000117650	
4730739	ENSG00000117676	1
3440403	ENSG00000117682	1
3120139	ENSG00000117691	
1170746	ENSG00000117697	
6280411	ENSG00000117713	1
4780129	ENSG00000117724	1
3420561	ENSG00000117748	
4610239	ENSG00000117751	1
6380743	ENSG00000117758	1
4670056	ENSG00000117834	1
3780725	ENSG00000117859	1
7160274	ENSG00000117862	1
510762	ENSG00000117868	
5220400	ENSG00000117877	19
5050731	ENSG00000117899	15
6960411	ENSG00000117906	15
4390026	ENSG00000117983	
1110092	ENSG00000117984	
7050372	ENSG00000118004	2
7570026	ENSG00000118007	
4150414	ENSG00000118046	19
2140349	ENSG00000118058	11
5490379	ENSG00000118096	11
6280594	ENSG00000118113	11
4570364	ENSG00000118137	11
2940025	ENSG00000118156	19
1500592	ENSG00000118162	
2810201	ENSG00000118193	1
1300279	ENSG00000118197	1
6280209	ENSG00000118200	1
5420343	ENSG00000118217	1
70468	ENSG00000118242	2
2750091	ENSG00000118246	2
1410402	ENSG00000118257	
730341	ENSG00000118260	
3290142	ENSG00000118263	2
4010553	ENSG00000118276	18
540041	ENSG00000118307	12
7150324	ENSG00000118308	12
6510468	ENSG00000118369	
4760056	ENSG00000118402	6
3370014	ENSG00000118418	6
5860400	ENSG00000118420	
4010152	ENSG00000118432	6
4810053	ENSG00000118454	
6380239	ENSG00000118473	1
6400048	ENSG00000118482	
670603	ENSG00000118495	6
2510048	ENSG00000118496	6
3360681	ENSG00000118503	6
5340504	ENSG00000118507	6
2190128	ENSG00000118508	
7380670	ENSG00000118513	6
6370138	ENSG00000118514	6
4390450	ENSG00000118515	6
1090594	ENSG00000118518	
5270753	ENSG00000118520	6
2640292	ENSG00000118523	
7100484	ENSG00000118557	16
6250497	ENSG00000118564	
6980010	ENSG00000118579	4
3520255	ENSG00000118596	12
5690358	ENSG00000118600	12
7200326	ENSG00000118620	19
5910128	ENSG00000118640	
2000301	ENSG00000118655	1
460367	ENSG00000118680	
4920138	ENSG00000118689	6
1710152	ENSG00000118690	
1340020	ENSG00000118707	20
70161	ENSG00000118762	
7160220	ENSG00000118777	4
3840154	ENSG00000118785	
6180047	ENSG00000118804	4
5810605	ENSG00000118816	4
510288	ENSG00000118855	3
6270201	ENSG00000118894	
4390754	ENSG00000118898	16
7160433	ENSG00000118900	16
1430711	ENSG00000118922	13
870653	ENSG00000118960	2
6860273	ENSG00000118961	2
2690484	ENSG00000118965	2
3460520	ENSG00000118971	
6100661	ENSG00000118997	2
270332	ENSG00000119004	
3830156	ENSG00000119041	2
1980682	ENSG00000119042	2
4010564	ENSG00000119121	
3390292	ENSG00000119138	9
2470093	ENSG00000119139	9
3140113	ENSG00000119147	2
6180019	ENSG00000119185	2
580743	ENSG00000119227	3
290315	ENSG00000119231	3
4830682	ENSG00000119242	12
1260576	ENSG00000119280	1
3460242	ENSG00000119285	1
6200128	ENSG00000119314	9
6590725	ENSG00000119318	
3180382	ENSG00000119321	
940722	ENSG00000119326	
4230224	ENSG00000119335	9
6040114	ENSG00000119383	9
3390437	ENSG00000119392	9
6250133	ENSG00000119396	9
1440630	ENSG00000119397	9
5670088	ENSG00000119401	9
1660332	ENSG00000119402	
2570091	ENSG00000119403	9
5860463	ENSG00000119408	9
670408	ENSG00000119414	9
4560367	ENSG00000119421	9
3190338	ENSG00000119431	9
5910195	ENSG00000119446	9
5360010	ENSG00000119457	9
1340128	ENSG00000119471	9
1660280	ENSG00000119487	9
6270398	ENSG00000119508	9
2600332	ENSG00000119509	9
4880544	ENSG00000119514	9
60524	ENSG00000119522	9
1990021	ENSG00000119523	9
6270114	ENSG00000119535	
160537	ENSG00000119537	
5340193	ENSG00000119541	18
6520113	ENSG00000119559	
2900255	ENSG00000119574	19
940129	ENSG00000119599	14
60307	ENSG00000119616	
1940438	ENSG00000119630	14
70403	ENSG00000119636	14
4860609	ENSG00000119638	14
5910148	ENSG00000119640	14
540075	ENSG00000119655	14
6100682	ENSG00000119661	
5290626	ENSG00000119669	
6290059	ENSG00000119673	14
3170376	ENSG00000119682	14
7560274	ENSG00000119684	14
5810347	ENSG00000119685	14
1510026	ENSG00000119686	
6420427	ENSG00000119688	14
6450681	ENSG00000119689	14
2340402	ENSG00000119698	14
1030008	ENSG00000119699	14
1030133	ENSG00000119703	
2230424	ENSG00000119707	14
5820373	ENSG00000119711	14
5270674	ENSG00000119714	14
3130079	ENSG00000119718	14
2680164	ENSG00000119720	
6620315	ENSG00000119723	14
1820097	ENSG00000119725	14
5050519	ENSG00000119729	2
7550598	ENSG00000119737	2
3870671	ENSG00000119760	2
510703	ENSG00000119771	
6450373	ENSG00000119772	2
1240639	ENSG00000119777	2
2850494	ENSG00000119787	2
2680097	ENSG00000119801	2
2100161	ENSG00000119812	2
7320379	ENSG00000119820	2
5570543	ENSG00000119844	
1740435	ENSG00000119862	2
6580450	ENSG00000119866	
5090731	ENSG00000119878	2
2680079	ENSG00000119900	6
6510368	ENSG00000119906	
5260056	ENSG00000119915	10
1500280	ENSG00000119917	10
2600747	ENSG00000119922	10
3840026	ENSG00000119927	
3610091	ENSG00000119929	10
1030278	ENSG00000119943	10
520519	ENSG00000119946	10
3390241	ENSG00000119950	10
6520605	ENSG00000119953	10
3440181	ENSG00000119965	10
7040161	ENSG00000119969	
990500	ENSG00000119986	10
5560136	ENSG00000120008	
730593	ENSG00000120029	10
4260367	ENSG00000120049	
130678	ENSG00000120051	
5690373	ENSG00000120053	10
1300735	ENSG00000120055	10
3800730	ENSG00000120063	17
1850079	ENSG00000120071	17
2470328	ENSG00000120087	
2350575	ENSG00000120093	17
6860377	ENSG00000120129	5
1300326	ENSG00000120156	9
5340142	ENSG00000120158	9
380348	ENSG00000120159	9
940630	ENSG00000120162	9
7330367	ENSG00000120215	9
4900239	ENSG00000120217	
6580612	ENSG00000120253	
240615	ENSG00000120256	6
4640398	ENSG00000120262	6
6220487	ENSG00000120265	6
4920670	ENSG00000120278	6
6290706	ENSG00000120279	
730138	ENSG00000120280	X
6620195	ENSG00000120289	X
4540241	ENSG00000120306	5
5700669	ENSG00000120314	5
7380255	ENSG00000120318	5
3290296	ENSG00000120333	1
4060468	ENSG00000120334	1
830441	ENSG00000120370	1
7330753	ENSG00000120437	6
4230136	ENSG00000120438	
7150719	ENSG00000120440	
360673	ENSG00000120451	
2600092	ENSG00000120458	
3390274	ENSG00000120498	X
3850307	ENSG00000120500	X
7160600	ENSG00000120509	
2690296	ENSG00000120519	4
3360139	ENSG00000120526	8
580470	ENSG00000120539	
1450731	ENSG00000120549	10
5900497	ENSG00000120594	10
6380008	ENSG00000120616	10
3850291	ENSG00000120647	
4200626	ENSG00000120656	1
6380242	ENSG00000120659	13
6510475	ENSG00000120662	
1260575	ENSG00000120685	
4280133	ENSG00000120686	13
5700592	ENSG00000120688	13
4010020	ENSG00000120690	13
7050653	ENSG00000120693	13
150327	ENSG00000120694	13
5050025	ENSG00000120696	
6370113	ENSG00000120697	13
3170181	ENSG00000120705	
7650358	ENSG00000120708	5
2650019	ENSG00000120709	5
3130228	ENSG00000120725	
240725	ENSG00000120727	5
1400392	ENSG00000120729	5
2120086	ENSG00000120733	5
870338	ENSG00000120738	5
1770541	ENSG00000120742	3
6330187	ENSG00000120756	
6940427	ENSG00000120784	19
1470521	ENSG00000120798	12
1470360	ENSG00000120800	
3400630	ENSG00000120802	12
4860468	ENSG00000120805	12
10561	ENSG00000120820	12
5050563	ENSG00000120832	12
6770673	ENSG00000120833	
6100435	ENSG00000120837	
1820324	ENSG00000120868	12
2650041	ENSG00000120875	8
840026	ENSG00000120885	8
2360095	ENSG00000120889	
3870301	ENSG00000120896	
2810632	ENSG00000120899	
4210059	ENSG00000120903	8
5690382	ENSG00000120910	8
1570601	ENSG00000120913	8
6960397	ENSG00000120915	8
4050196	ENSG00000120925	8
110121	ENSG00000120942	1
2570139	ENSG00000120948	1
4850253	ENSG00000120949	1
150139	ENSG00000120963	
4010347	ENSG00000121022	8
7050433	ENSG00000121039	8
3170438	ENSG00000121053	
4810494	ENSG00000121057	17
5260612	ENSG00000121060	
2690598	ENSG00000121064	17
6380390	ENSG00000121067	17
5290692	ENSG00000121073	17
3400551	ENSG00000121083	
3890156	ENSG00000121101	17
1400259	ENSG00000121104	17
3180411	ENSG00000121152	2
1010152	ENSG00000121210	
3870372	ENSG00000121211	
6040653	ENSG00000121236	11
520017	ENSG00000121274	16
50735	ENSG00000121281	16
4730215	ENSG00000121289	19
5870424	ENSG00000121297	19
2320653	ENSG00000121310	1
2140288	ENSG00000121316	
6420088	ENSG00000121380	
5690563	ENSG00000121390	13
1240129	ENSG00000121406	19
2570615	ENSG00000121410	
6520280	ENSG00000121413	19
430368	ENSG00000121417	19
2710445	ENSG00000121454	1
4640072	ENSG00000121481	1
2260521	ENSG00000121486	
6760474	ENSG00000121542	3
110372	ENSG00000121552	3
50204	ENSG00000121570	3
4070025	ENSG00000121577	3
2000646	ENSG00000121578	3
5390239	ENSG00000121594	3
2470035	ENSG00000121621	
3870255	ENSG00000121644	1
1190193	ENSG00000121671	11
6580608	ENSG00000121680	11
6220113	ENSG00000121690	11
1240446	ENSG00000121691	
1570039	ENSG00000121716	7
5270088	ENSG00000121741	13
2260563	ENSG00000121742	
1580128	ENSG00000121743	
240019	ENSG00000121749	12
2370474	ENSG00000121753	1
2450280	ENSG00000121766	1
2570110	ENSG00000121774	
1570066	ENSG00000121775	
580706	ENSG00000121807	
870202	ENSG00000121858	3
7510326	ENSG00000121864	
4880367	ENSG00000121879	3
3290242	ENSG00000121892	
2000364	ENSG00000121895	
3710189	ENSG00000121897	4
5050056	ENSG00000121903	1
4610154	ENSG00000121931	1
870138	ENSG00000121933	1
2680039	ENSG00000121940	
3610722	ENSG00000121957	1
3180037	ENSG00000121964	2
1300280	ENSG00000121966	
4860014	ENSG00000121988	
4260681	ENSG00000121989	2
2680180	ENSG00000122008	5
2850451	ENSG00000122025	13
270619	ENSG00000122034	
5910291	ENSG00000122035	13
1230544	ENSG00000122042	13
6130706	ENSG00000122043	13
3180465	ENSG00000122068	3
2760669	ENSG00000122085	2
4780544	ENSG00000122121	X
60324	ENSG00000122126	X
5080347	ENSG00000122140	9
1710484	ENSG00000122176	1
580411	ENSG00000122188	1
3610088	ENSG00000122203	5
4150500	ENSG00000122218	1
5860224	ENSG00000122223	1
3170703	ENSG00000122224	1
6900161	ENSG00000122257	
1850288	ENSG00000122299	
3450372	ENSG00000122335	
6960594	ENSG00000122359	10
4210193	ENSG00000122367	
5960168	ENSG00000122378	10
4730450	ENSG00000122386	16
4590451	ENSG00000122390	16
830609	ENSG00000122406	
730315	ENSG00000122417	
2480139	ENSG00000122420	1
3870538	ENSG00000122432	1
4060669	ENSG00000122435	1
5490050	ENSG00000122477	1
4280689	ENSG00000122481	1
2490369	ENSG00000122482	1
2230687	ENSG00000122483	
2480315	ENSG00000122484	1
4640131	ENSG00000122490	18
1690167	ENSG00000122507	7
5490189	ENSG00000122512	
7150541	ENSG00000122515	7
50286	ENSG00000122547	7
3290164	ENSG00000122550	7
1050682	ENSG00000122557	7
1400017	ENSG00000122565	7
4230091	ENSG00000122566	7
5890561	ENSG00000122591	7
2900608	ENSG00000122641	7
5290086	ENSG00000122642	
7560615	ENSG00000122644	7
7570553	ENSG00000122678	7
6040347	ENSG00000122679	7
2030243	ENSG00000122687	7
3370661	ENSG00000122692	9
830278	ENSG00000122694	9
2480767	ENSG00000122696	
4390327	ENSG00000122705	
4060619	ENSG00000122707	9
2450608	ENSG00000122729	9
6510196	ENSG00000122779	
7150259	ENSG00000122783	7
620750	ENSG00000122786	7
6980014	ENSG00000122824	
5360670	ENSG00000122861	10
360500	ENSG00000122862	
270762	ENSG00000122870	
6220441	ENSG00000122873	
5690075	ENSG00000122882	
60601	ENSG00000122884	10
4260689	ENSG00000122912	10
3800474	ENSG00000122952	
1580035	ENSG00000122958	
3310576	ENSG00000122965	12
3060438	ENSG00000122966	
7040706	ENSG00000122970	12
110441	ENSG00000122971	12
3800735	ENSG00000122986	12
2030296	ENSG00000123009	
4760301	ENSG00000123064	12
3190717	ENSG00000123066	12
4920593	ENSG00000123080	1
520482	ENSG00000123091	1
1440315	ENSG00000123094	12
2900220	ENSG00000123095	12
3360373	ENSG00000123096	12
6330037	ENSG00000123104	12
2340594	ENSG00000123106	12
7040201	ENSG00000123119	
7160592	ENSG00000123130	X
2650253	ENSG00000123131	X
5310678	ENSG00000123136	
2360474	ENSG00000123143	
1470626	ENSG00000123146	
1190609	ENSG00000123154	
6380427	ENSG00000123159	
2710368	ENSG00000123165	X
4010554	ENSG00000123178	
7510259	ENSG00000123191	13
3830554	ENSG00000123200	
240647	ENSG00000123201	13
430209	ENSG00000123213	5
5700086	ENSG00000123219	5
5260215	ENSG00000123240	10
7200575	ENSG00000123268	12
3130102	ENSG00000123297	
110180	ENSG00000123329	12
7650538	ENSG00000123338	12
730372	ENSG00000123342	
1170619	ENSG00000123349	12
