Probe	Ensembl	chromosome_name
TMEM116	ENSG00000198270	12
FAM109A	ENSG00000198324	12
HOXC4	ENSG00000198353	12
ZNF26	ENSG00000198393	12
TXNRD1	ENSG00000198431	12
MMP17	ENSG00000198598	12
FAM19A2	ENSG00000198673	12
CEP290	ENSG00000198707	12
FICD	ENSG00000198855	12
ATXN2	ENSG00000204842	12
TCTN1	ENSG00000204852	12
C12orf24	ENSG00000204856	12
C12orf73	ENSG00000204954	12
SARNP	ENSG00000205323	12
PRR13	ENSG00000205352	12
KRT81	ENSG00000205426	12
LYRM5	ENSG00000205707	12
KLRC2	ENSG00000205809	12
KLRC3	ENSG00000205810	12
CLEC6A	ENSG00000205846	12
STK38L	ENSG00000211455	12
SLC48A1	ENSG00000211584	12
SNORA53	ENSG00000212443	12
DDX47	ENSG00000213782	12
KLRK1	ENSG00000213809	12
C12orf71	ENSG00000214700	12
DDX12	ENSG00000214826	12
C12orf33	ENSG00000214851	12
PHB2	ENSG00000215021	12
C12orf61	ENSG00000221949	12
FAM66C	ENSG00000226711	12
RPL41	ENSG00000229117	12
ADAM1	ENSG00000229186	12
RPL13AP20	ENSG00000234498	12
C12orf47	ENSG00000234608	12
C12orf75	ENSG00000235162	12
POU5F1P3	ENSG00000235602	12
GOLGA2B	ENSG00000238105	12
SCARNA12	ENSG00000238795	12
SCARNA10	ENSG00000239002	12
RPL13P5	ENSG00000240370	12
ARHGEF25	ENSG00000240771	12
H2AFJ	ENSG00000246705	12
PGAM5	ENSG00000247077	12
DSTNP2	ENSG00000248593	12
GPR162	ENSG00000250510	12
LOC400043	ENSG00000250742	12
ATXN7L3B	ENSG00000253719	12
EID3	ENSG00000255150	12
GPR109B	ENSG00000255398	12
LOC100130776	ENSG00000255737	12
ZNF10	ENSG00000256223	12
CLEC12B	ENSG00000256660	12
KLRAP1	ENSG00000256667	12
GATC	ENSG00000257218	12
RACGAP1P	ENSG00000257331	12
CNPY2	ENSG00000257727	12
MRS2P2	ENSG00000257802	12
MAP1LC3B2	ENSG00000258102	12
MKRN9P	ENSG00000258128	12
FIGNL2	ENSG00000261308	12
ORAI1	ENSG00000276045	12
MYCBP2	ENSG00000005810	13
FBXL3	ENSG00000005812	13
AKAP11	ENSG00000023516	13
MIPEP	ENSG00000027001	13
IFT88	ENSG00000032742	13
MYO16	ENSG00000041515	13
F7	ENSG00000057593	13
IPO5	ENSG00000065150	13
ATP11A	ENSG00000068650	13
FRY	ENSG00000073910	13
DIS3	ENSG00000083520	13
PIBF1	ENSG00000083535	13
TDRD3	ENSG00000083544	13
NUFIP1	ENSG00000083635	13
PDS5B	ENSG00000083642	13
DOCK9	ENSG00000088387	13
ANKRD10	ENSG00000088448	13
TGDS	ENSG00000088451	13
C13orf18	ENSG00000102445	13
NDFIP2	ENSG00000102471	13
TNFSF13B	ENSG00000102524	13
FNDC3A	ENSG00000102531	13
CDADC1	ENSG00000102543	13
CAB39L	ENSG00000102547	13
KLF5	ENSG00000102554	13
STK24	ENSG00000102572	13
DNAJC3	ENSG00000102580	13
UGGT2	ENSG00000102595	13
ARHGEF7	ENSG00000102606	13
FGF9	ENSG00000102678	13
PARP4	ENSG00000102699	13
FAM48A	ENSG00000102710	13
MRPS31	ENSG00000102738	13
SLC25A15	ENSG00000102743	13
KPNA3	ENSG00000102753	13
FLT1	ENSG00000102755	13
C13orf15	ENSG00000102760	13
KIAA0564	ENSG00000102763	13
DGKH	ENSG00000102780	13
KATNAL1	ENSG00000102781	13
INTS6	ENSG00000102786	13
DHRS12	ENSG00000102796	13
TSC22D1	ENSG00000102804	13
CLN5	ENSG00000102805	13
OLFM4	ENSG00000102837	13
KLF12	ENSG00000118922	13
UCHL3	ENSG00000118939	13
TNFSF11	ENSG00000120659	13
MTRF1	ENSG00000120662	13
DNAJC15	ENSG00000120675	13
C13orf23	ENSG00000120685	13
UFM1	ENSG00000120686	13
WBP4	ENSG00000120688	13
ELF1	ENSG00000120690	13
SMAD9	ENSG00000120693	13
HSPH1	ENSG00000120694	13
KBTBD7	ENSG00000120696	13
ALG5	ENSG00000120697	13
EXOSC8	ENSG00000120699	13
PSPC1	ENSG00000121390	13
ZMYM2	ENSG00000121741	13
GJB6	ENSG00000121742	13
GJA3	ENSG00000121743	13
FLT3	ENSG00000122025	13
RPL21	ENSG00000122026	13
MTIF3	ENSG00000122033	13
GTF3A	ENSG00000122034	13
RASL11A	ENSG00000122035	13
UBL3	ENSG00000122042	13
C13orf1	ENSG00000123178	13
EBPL	ENSG00000123179	13
ATP7B	ENSG00000123191	13
ZC3H13	ENSG00000123200	13
GUCY1B2	ENSG00000123201	13
GPR18	ENSG00000125245	13
CLYBL	ENSG00000125246	13
TMTC4	ENSG00000125247	13
RAP2A	ENSG00000125249	13
ABCC4	ENSG00000125257	13
EFNB2	ENSG00000125266	13
TM9SF2	ENSG00000125304	13
MCF2L	ENSG00000126217	13
PCID2	ENSG00000126226	13
PROZ	ENSG00000126231	13
TNFRSF19	ENSG00000127863	13
RNF6	ENSG00000127870	13
CDC16	ENSG00000130177	13
ATP8A2	ENSG00000132932	13
MTUS2	ENSG00000132938	13
ZMYM5	ENSG00000132950	13
USPL1	ENSG00000132952	13
XPO4	ENSG00000132953	13
POMP	ENSG00000132963	13
CDK8	ENSG00000132964	13
ALOX5AP	ENSG00000132965	13
WASF3	ENSG00000132970	13
CCNA1	ENSG00000133101	13
COG6	ENSG00000133103	13
SPG20	ENSG00000133104	13
RXFP2	ENSG00000133105	13
EPSTI1	ENSG00000133106	13
RFXAP	ENSG00000133111	13
TPT1	ENSG00000133112	13
KIAA1704	ENSG00000133114	13
KL	ENSG00000133116	13
RFC3	ENSG00000133119	13
STARD13	ENSG00000133121	13
A2LD1	ENSG00000134864	13
COL4A2	ENSG00000134871	13
CLDN10	ENSG00000134873	13
UBAC2	ENSG00000134882	13
ARGLU1	ENSG00000134884	13
BIVM	ENSG00000134897	13
ERCC5	ENSG00000134899	13
TPP2	ENSG00000134900	13
KDELC1	ENSG00000134901	13
CARS2	ENSG00000134905	13
NEK3	ENSG00000136098	13
PCDH8	ENSG00000136099	13
VPS36	ENSG00000136100	13
RNASEH2B	ENSG00000136104	13
CKAP2	ENSG00000136108	13
TBC1D4	ENSG00000136111	13
THSD1	ENSG00000136114	13
C13orf34	ENSG00000136122	13
LRCH1	ENSG00000136141	13
SUCLA2	ENSG00000136143	13
RCBTB1	ENSG00000136144	13
MED4	ENSG00000136146	13
PHF11	ENSG00000136147	13
COG3	ENSG00000136152	13
LMO7	ENSG00000136153	13
ITM2B	ENSG00000136156	13
SPRY2	ENSG00000136158	13
NUDT15	ENSG00000136159	13
RCBTB2	ENSG00000136161	13
LCP1	ENSG00000136167	13
SETDB2	ENSG00000136169	13
NUPL1	ENSG00000139496	13
MTMR6	ENSG00000139505	13
SLC46A3	ENSG00000139508	13
SLC7A1	ENSG00000139514	13
LNX2	ENSG00000139517	13
N4BP2L1	ENSG00000139597	13
BRCA2	ENSG00000139618	13
WDFY2	ENSG00000139668	13
HNRNPA1L2	ENSG00000139675	13
LPAR6	ENSG00000139679	13
ESD	ENSG00000139684	13
RB1	ENSG00000139687	13
DIAPH3	ENSG00000139734	13
SLAIN1	ENSG00000139737	13
RBM26	ENSG00000139746	13
MBNL2	ENSG00000139793	13
ABHD13	ENSG00000139826	13
RAB20	ENSG00000139832	13
GRTP1	ENSG00000139835	13
CUL4A	ENSG00000139842	13
DCUN1D2	ENSG00000150401	13
TMCO3	ENSG00000150403	13
N6AMT2	ENSG00000150456	13
LATS2	ENSG00000150457	13
SAP18	ENSG00000150459	13
FOXO1	ENSG00000150907	13
C13orf27	ENSG00000151287	13
CCDC122	ENSG00000151773	13
SERP2	ENSG00000151778	13
SACS	ENSG00000151835	13
PABPC3	ENSG00000151846	13
CENPJ	ENSG00000151849	13
RNF219	ENSG00000152193	13
CYSLTR2	ENSG00000152207	13
ARL11	ENSG00000152213	13
USP12	ENSG00000152484	13
PAN3	ENSG00000152520	13
GPR180	ENSG00000152749	13
FARP1	ENSG00000152767	13
ING1	ENSG00000153487	13
C13orf16	ENSG00000153495	13
ADPRHL1	ENSG00000153531	13
SLITRK5	ENSG00000165300	13
SUGT1	ENSG00000165416	13
CRYL1	ENSG00000165475	13
SKA3	ENSG00000165480	13
EFHA1	ENSG00000165487	13
KBTBD6	ENSG00000165572	13
UPF3A	ENSG00000169062	13
GPR183	ENSG00000169508	13
IL17D	ENSG00000172458	13
NAA16	ENSG00000172766	13
NBEA	ENSG00000172915	13
MRP63	ENSG00000173141	13
SLC25A30	ENSG00000174032	13
LIG4	ENSG00000174405	13
PCCA	ENSG00000175198	13
DLEU1	ENSG00000176124	13
KCTD12	ENSG00000178695	13
C13orf31	ENSG00000179630	13
CSNK1A1L	ENSG00000180138	13
ATP5EP2	ENSG00000180389	13
SHISA2	ENSG00000180730	13
ZDHHC20	ENSG00000180776	13
CTAGE10P	ENSG00000181358	13
SPATA13	ENSG00000182957	13
GAS6	ENSG00000183087	13
LHFP	ENSG00000183722	13
PCDH9	ENSG00000184226	13
LAMP1	ENSG00000185896	13
IRS2	ENSG00000185950	13
DLEU7	ENSG00000186047	13
POLR1D	ENSG00000186184	13
COL4A1	ENSG00000187498	13
B3GALTL	ENSG00000187676	13
COMMD6	ENSG00000188243	13
GTF2F2	ENSG00000188342	13
NHLRC3	ENSG00000188811	13
HMGB1	ENSG00000189403	13
MPHOSPH8	ENSG00000196199	13
TFDP1	ENSG00000198176	13
KCNRG	ENSG00000198553	13
SNORA31	ENSG00000199477	13
MZT1	ENSG00000204899	13
TRIM13	ENSG00000204977	13
SNORA27	ENSG00000207051	13
SNORD102	ENSG00000207500	13
CARKD	ENSG00000213995	13
CTAGE11P	ENSG00000214249	13
MIR17HG	ENSG00000215417	13
BASP1P1	ENSG00000230535	13
DLEU2	ENSG00000231607	13
SUGT1P3	ENSG00000239827	13
N4BP2L2	ENSG00000244754	13
ALG11	ENSG00000253710	13
UTP14C	ENSG00000253797	13
C13orf29	ENSG00000255874	13
MIR3665	ENSG00000266325	13
FLJ44054	ENSG00000272695	13
DACH1	ENSG00000276644	13
CG030	ENSG00000281026	13
NCRNA00282	ENSG00000281106	13
THSD1P1	ENSG00000285160	13
MAP3K9	ENSG00000006432	14
POMT2	ENSG00000009830	14
MAP4K5	ENSG00000012983	14
ANGEL1	ENSG00000013523	14
CCDC88C	ENSG00000015133	14
MNAT1	ENSG00000020426	14
SAMD4A	ENSG00000020577	14
ZNF839	ENSG00000022976	14
SNAPC1	ENSG00000023608	14
PRKCH	ENSG00000027075	14
SLC39A9	ENSG00000029364	14
ARID4A	ENSG00000032219	14
FUT8	ENSG00000033170	14
CYP46A1	ENSG00000036530	14
TDP1	ENSG00000042088	14
SPATA7	ENSG00000042317	14
JKAMP	ENSG00000050130	14
FOXN3	ENSG00000053254	14
MUDENG	ENSG00000053770	14
SYNE2	ENSG00000054654	14
PLEKHH1	ENSG00000054690	14
GALC	ENSG00000054983	14
ADCK1	ENSG00000063761	14
ATXN3	ENSG00000066427	14
GOLGA5	ENSG00000066455	14
KIF26A	ENSG00000066735	14
ATG2B	ENSG00000066739	14
SPTB	ENSG00000070182	14
C14orf101	ENSG00000070269	14
EXOC5	ENSG00000070367	14
VASH1	ENSG00000071246	14
SEL1L	ENSG00000071537	14
RDH11	ENSG00000072042	14
ACTN1	ENSG00000072110	14
ZFYVE26	ENSG00000072121	14
MPP5	ENSG00000072415	14
FERMT2	ENSG00000073712	14
MARK3	ENSG00000075413	14
PPP2R5C	ENSG00000078304	14
PSEN1	ENSG00000080815	14
RAGE	ENSG00000080823	14
HSP90AA1	ENSG00000080824	14
EXD2	ENSG00000081177	14
ARG2	ENSG00000081181	14
L2HGDH	ENSG00000087299	14
TXNDC16	ENSG00000087301	14
C14orf166	ENSG00000087302	14
NID2	ENSG00000087303	14
PPP1R13B	ENSG00000088808	14
ZBTB25	ENSG00000089775	14
RCOR1	ENSG00000089902	14
C14orf118	ENSG00000089916	14
PAPOLA	ENSG00000090060	14
CCNK	ENSG00000090061	14
PPP2R3C	ENSG00000092020	14
HAUS4	ENSG00000092036	14
JPH4	ENSG00000092051	14
CEBPE	ENSG00000092067	14
SLC7A8	ENSG00000092068	14
OSGEP	ENSG00000092094	14
SLC22A17	ENSG00000092096	14
SCFD1	ENSG00000092108	14
G2E3	ENSG00000092140	14
HECTD1	ENSG00000092148	14
HNRNPC	ENSG00000092199	14
RPGRIP1	ENSG00000092200	14
SUPT16H	ENSG00000092201	14
TOX4	ENSG00000092203	14
KIAA0284	ENSG00000099814	14
KCNK10	ENSG00000100433	14
ABHD4	ENSG00000100439	14
KHNYN	ENSG00000100441	14
FKBP3	ENSG00000100442	14
SDR39U1	ENSG00000100445	14
CTSG	ENSG00000100448	14
GZMH	ENSG00000100450	14
GZMB	ENSG00000100453	14
RBM23	ENSG00000100461	14
PRMT5	ENSG00000100462	14
COCH	ENSG00000100473	14
AP4S1	ENSG00000100478	14
POLE2	ENSG00000100479	14
C14orf138	ENSG00000100483	14
SOS2	ENSG00000100485	14
CDKL1	ENSG00000100490	14
NIN	ENSG00000100503	14
PYGL	ENSG00000100504	14
TRIM9	ENSG00000100505	14
PSMC6	ENSG00000100519	14
GNPNAT1	ENSG00000100522	14
DDHD1	ENSG00000100523	14
CDKN3	ENSG00000100526	14
CNIH	ENSG00000100528	14
CGRRF1	ENSG00000100532	14
ATP6V1D	ENSG00000100554	14
PLEK2	ENSG00000100558	14
PIGH	ENSG00000100564	14
PSMA3	ENSG00000100567	14
VTI1B	ENSG00000100568	14
TIMM9	ENSG00000100575	14
GSTZ1	ENSG00000100577	14
KIAA0586	ENSG00000100578	14
TMED8	ENSG00000100580	14
AHSA1	ENSG00000100591	14
DAAM1	ENSG00000100592	14
SPTLC2	ENSG00000100596	14
RIN3	ENSG00000100599	14
LGMN	ENSG00000100600	14
ALKBH1	ENSG00000100601	14
SNW1	ENSG00000100603	14
DHRS7	ENSG00000100612	14
PPM1A	ENSG00000100614	14
C14orf145	ENSG00000100629	14
ERH	ENSG00000100632	14
HIF1A	ENSG00000100644	14
KIAA0247	ENSG00000100647	14
SRSF5	ENSG00000100650	14
SLC10A1	ENSG00000100652	14
EIF5	ENSG00000100664	14
SLC8A3	ENSG00000100678	14
DICER1	ENSG00000100697	14
ZFYVE21	ENSG00000100711	14
MTHFD1	ENSG00000100714	14
TCL1A	ENSG00000100721	14
ZC3H14	ENSG00000100722	14
PCNX	ENSG00000100731	14
C14orf129	ENSG00000100744	14
VRK1	ENSG00000100749	14
PSMC1	ENSG00000100764	14
PAPLN	ENSG00000100767	14
RPS6KA5	ENSG00000100784	14
SMEK1	ENSG00000100796	14
C14orf93	ENSG00000100802	14
PSMB5	ENSG00000100804	14
YY1	ENSG00000100811	14
ACIN1	ENSG00000100813	14
CCNB1IP1	ENSG00000100814	14
TRIP11	ENSG00000100815	14
APEX1	ENSG00000100823	14
PABPN1	ENSG00000100836	14
ARHGAP5	ENSG00000100852	14
CINP	ENSG00000100865	14
SRP54	ENSG00000100883	14
CHD8	ENSG00000100888	14
KIAA0391	ENSG00000100890	14
PSMA6	ENSG00000100902	14
NFKBIA	ENSG00000100906	14
BRMS1L	ENSG00000100916	14
SEC23A	ENSG00000100934	14
PNN	ENSG00000100941	14
YLPM1	ENSG00000119596	14
DCAF4	ENSG00000119599	14
PROX2	ENSG00000119608	14
FCF1	ENSG00000119616	14
PGF	ENSG00000119630	14
C14orf45	ENSG00000119636	14
NEK9	ENSG00000119638	14
ACYP1	ENSG00000119640	14
C14orf179	ENSG00000119650	14
NPC2	ENSG00000119655	14
DNAL1	ENSG00000119661	14
C14orf4	ENSG00000119669	14
ACOT2	ENSG00000119673	14
LTBP2	ENSG00000119681	14
KIAA0317	ENSG00000119682	14
MLH3	ENSG00000119684	14
TTLL5	ENSG00000119685	14
FLVCR2	ENSG00000119686	14
ABCD4	ENSG00000119688	14
DLST	ENSG00000119689	14
TGFB3	ENSG00000119699	14
FAM164C	ENSG00000119703	14
C14orf156	ENSG00000119705	14
RBM25	ENSG00000119707	14
ALDH6A1	ENSG00000119711	14
GPR68	ENSG00000119714	14
EIF2B2	ENSG00000119718	14
C14orf102	ENSG00000119720	14
COQ6	ENSG00000119723	14
ZNF410	ENSG00000119725	14
ATP5S	ENSG00000125375	14
BMP4	ENSG00000125378	14
PTGER2	ENSG00000125384	14
MAX	ENSG00000125952	14
KLC1	ENSG00000126214	14
XRCC3	ENSG00000126215	14
C14orf135	ENSG00000126773	14
ATG14	ENSG00000126775	14
KTN1	ENSG00000126777	14
DLGAP5	ENSG00000126787	14
C14orf149	ENSG00000126790	14
HSPA2	ENSG00000126803	14
ZBTB1	ENSG00000126804	14
TRMT5	ENSG00000126814	14
PLEKHG3	ENSG00000126822	14
BCL11B	ENSG00000127152	14
NGDN	ENSG00000129460	14
RAB2B	ENSG00000129472	14
BCL2L2	ENSG00000129473	14
JUB	ENSG00000129474	14
C14orf126	ENSG00000129480	14
PARP2	ENSG00000129484	14
HEATR5A	ENSG00000129493	14
SNX6	ENSG00000129515	14
EAPP	ENSG00000129518	14
EGLN3	ENSG00000129521	14
C14orf106	ENSG00000129534	14
RNASE1	ENSG00000129538	14
DAD1	ENSG00000129562	14
TEP1	ENSG00000129566	14
TRAF3	ENSG00000131323	14
ACTR10	ENSG00000131966	14
ABHD12B	ENSG00000131969	14
GCH1	ENSG00000131979	14
LGALS3	ENSG00000131981	14
C14orf1	ENSG00000133935	14
GSC	ENSG00000133937	14
C14orf159	ENSG00000133943	14
NUMB	ENSG00000133961	14
COX16	ENSG00000133983	14
TTC9	ENSG00000133985	14
MED6	ENSG00000133997	14
EIF2S1	ENSG00000134001	14
ECRP	ENSG00000136315	14
TTC5	ENSG00000136319	14
ZFHX2	ENSG00000136367	14
CDH24	ENSG00000139880	14
REM2	ENSG00000139890	14
CBLN3	ENSG00000139899	14
TMX1	ENSG00000139921	14
FRMD6	ENSG00000139926	14
PELI2	ENSG00000139946	14
RTN1	ENSG00000139970	14
SLC38A6	ENSG00000139974	14
NAA30	ENSG00000139977	14
RDH12	ENSG00000139988	14
DCAF5	ENSG00000139990	14
RAB15	ENSG00000139998	14
WDR89	ENSG00000140006	14
ESR2	ENSG00000140009	14
STON2	ENSG00000140022	14
C14orf143	ENSG00000140025	14
GPR65	ENSG00000140030	14
PTGR2	ENSG00000140043	14
JDP2	ENSG00000140044	14
SLC24A4	ENSG00000140090	14
FBLN5	ENSG00000140092	14
C14orf79	ENSG00000140104	14
WARS	ENSG00000140105	14
WDR20	ENSG00000140153	14
AKT1	ENSG00000142208	14
CTAGE5	ENSG00000150527	14
AKAP6	ENSG00000151320	14
FAM177A1	ENSG00000151327	14
MBIP	ENSG00000151332	14
NUBPL	ENSG00000151413	14
VIPAR	ENSG00000151445	14
SAV1	ENSG00000151748	14
KCNK13	ENSG00000152315	14
PPP2R5E	ENSG00000154001	14
OXA1L	ENSG00000155463	14
SLC7A7	ENSG00000155465	14
C14orf43	ENSG00000156030	14
FAM161B	ENSG00000156050	14
BATF	ENSG00000156127	14
ANKRD9	ENSG00000156381	14
C14orf2	ENSG00000156411	14
TDRD9	ENSG00000156414	14
MMP14	ENSG00000157227	14
FBXO33	ENSG00000165355	14
C14orf147	ENSG00000165389	14
TSHR	ENSG00000165409	14
CFL2	ENSG00000165410	14
GTF2A1	ENSG00000165417	14
PPIL5	ENSG00000165501	14
RPL36AL	ENSG00000165502	14
C14orf104	ENSG00000165506	14
KLHDC2	ENSG00000165516	14
EML5	ENSG00000165521	14
SDCCAG1	ENSG00000165525	14
ARF6	ENSG00000165527	14
TTC8	ENSG00000165533	14
TMEM63C	ENSG00000165548	14
C14orf148	ENSG00000165555	14
DACT1	ENSG00000165617	14
TMEM55B	ENSG00000165782	14
METT11D1	ENSG00000165792	14
NDRG2	ENSG00000165795	14
ARHGEF40	ENSG00000165801	14
ZNF219	ENSG00000165804	14
METTL3	ENSG00000165819	14
SALL2	ENSG00000165821	14
ZFYVE1	ENSG00000165861	14
ISCA2	ENSG00000165898	14
TTC7B	ENSG00000165914	14
CPSF2	ENSG00000165934	14
CLMN	ENSG00000165959	14
CMTM5	ENSG00000166091	14
AMN	ENSG00000166126	14
CKB	ENSG00000166165	14
TRMT61A	ENSG00000166166	14
BAG5	ENSG00000166170	14
PLD4	ENSG00000166428	14
MAPK1IP1L	ENSG00000168175	14
PTGDR	ENSG00000168229	14
MGAT2	ENSG00000168282	14
DEGS2	ENSG00000168350	14
RNASE2	ENSG00000169385	14
RNASE3	ENSG00000169397	14
RNASE6	ENSG00000169413	14
FOS	ENSG00000170345	14
TMED10	ENSG00000170348	14
C14orf169	ENSG00000170468	14
CDCA4	ENSG00000170779	14
GPHN	ENSG00000171723	14
MRPL52	ENSG00000172590	14
RALGAPA1	ENSG00000174373	14
UPF0639	ENSG00000175985	14
GPX2	ENSG00000176153	14
C14orf139	ENSG00000176438	14
WDR25	ENSG00000176473	14
PNMA1	ENSG00000176903	14
RPL13AP3	ENSG00000177350	14
ACOT4	ENSG00000177465	14
FBXO34	ENSG00000178974	14
PACS2	ENSG00000179364	14
KLHL28	ENSG00000179454	14
C14orf28	ENSG00000179476	14
ZBTB42	ENSG00000179627	14
AKAP5	ENSG00000179841	14
C14orf119	ENSG00000179933	14
SOCS4	ENSG00000180008	14
GPR135	ENSG00000181619	14
TMEM30B	ENSG00000182107	14
RAD51L1	ENSG00000182185	14
TRAPPC6B	ENSG00000182400	14
GLRX5	ENSG00000182512	14
RGS6	ENSG00000182732	14
CRIP2	ENSG00000182809	14
MTA1	ENSG00000182979	14
BEGAIN	ENSG00000183092	14
GPR132	ENSG00000183484	14
SETD3	ENSG00000183576	14
NDUFB1	ENSG00000183648	14
NUDT14	ENSG00000183828	14
ACOT1	ENSG00000184227	14
BTBD6	ENSG00000184887	14
JAG2	ENSG00000184916	14
TMEM121	ENSG00000184986	14
SIVA1	ENSG00000184990	14
BRF1	ENSG00000185024	14
ADSSL1	ENSG00000185100	14
TNFAIP2	ENSG00000185215	14
PRPF39	ENSG00000185246	14
KLHL33	ENSG00000185271	14
C14orf80	ENSG00000185347	14
DLK1	ENSG00000185559	14
AHNAK2	ENSG00000185567	14
ZFP36L1	ENSG00000185650	14
GNG2	ENSG00000186469	14
C14orf33	ENSG00000186615	14
ENTPD5	ENSG00000187097	14
HEATR4	ENSG00000187105	14
TCL6	ENSG00000187621	14
DHRS4L2	ENSG00000187630	14
FANCM	ENSG00000187790	14
EVL	ENSG00000196405	14
TECPR2	ENSG00000196663	14
STRN3	ENSG00000196792	14
TOMM20L	ENSG00000196860	14
GMFB	ENSG00000197045	14
DYNC1H1	ENSG00000197102	14
SLC25A29	ENSG00000197119	14
LRP10	ENSG00000197324	14
SIPA1L1	ENSG00000197555	14
KLHDC1	ENSG00000197776	14
ERO1L	ENSG00000197930	14
TMEM229B	ENSG00000198133	14
RPS6KL1	ENSG00000198208	14
STYX	ENSG00000198252	14
ATL1	ENSG00000198513	14
WDHD1	ENSG00000198554	14
BAZ1A	ENSG00000198604	14
CALM1	ENSG00000198668	14
FAM179B	ENSG00000198718	14
SMOC1	ENSG00000198732	14
CDC42BPB	ENSG00000198752	14
PNP	ENSG00000198805	14
KIAA1737	ENSG00000198894	14
INF2	ENSG00000203485	14
CCDC85C	ENSG00000205476	14
LIN52	ENSG00000205659	14
DPF3	ENSG00000205683	14
NYNRIN	ENSG00000205978	14
CRIP1	ENSG00000213145	14
TCL1B	ENSG00000213231	14
SYNJ2BP	ENSG00000213463	14
RPS29	ENSG00000213741	14
AP1G2	ENSG00000213983	14
ANG	ENSG00000214274	14
MEG3	ENSG00000214548	14
C14orf182	ENSG00000214900	14
PSMB11	ENSG00000222028	14
POTEM	ENSG00000222036	14
C14orf19	ENSG00000226677	14
C14orf132	ENSG00000227051	14
C14orf176	ENSG00000232070	14
TEX21P	ENSG00000234911	14
PPP1R3E	ENSG00000235194	14
FLJ45244	ENSG00000235706	14
C14orf64	ENSG00000246223	14
SNHG10	ENSG00000247092	14
C14orf153	ENSG00000256053	14
FNTB	ENSG00000257365	14
FLJ31306	ENSG00000257621	14
CHURC1	ENSG00000258289	14
NCRNA00239	ENSG00000258512	14
C14orf128	ENSG00000258655	14
MGC23270	ENSG00000258701	14
RNASE4	ENSG00000258818	14
THTPA	ENSG00000259431	14
RPPH1	ENSG00000277209	14
HOMEZ	ENSG00000290292	14
AQR	ENSG00000021776	15
SNX1	ENSG00000028528	15
PIAS1	ENSG00000033800	15
DAPK2	ENSG00000035664	15
PSMA4	ENSG00000041357	15
KIAA1370	ENSG00000047346	15
RAD51	ENSG00000051180	15
RASGRF1	ENSG00000058335	15
LTK	ENSG00000062524	15
BTBD1	ENSG00000064726	15
MYO9A	ENSG00000066933	15
NEO1	ENSG00000067141	15
STOML1	ENSG00000067221	15
PKM2	ENSG00000067225	15
TP53BP1	ENSG00000067369	15
MEF2A	ENSG00000068305	15
RORA	ENSG00000069667	15
NEDD4	ENSG00000069869	15
PIGB	ENSG00000069943	15
MAPK6	ENSG00000069956	15
GNB5	ENSG00000069966	15
RAB27A	ENSG00000069974	15
PDE8A	ENSG00000073417	15
CA12	ENSG00000074410	15
DPP8	ENSG00000074603	15
SLC24A1	ENSG00000074621	15
PTPLAD1	ENSG00000074696	15
SLC12A1	ENSG00000074803	15
TIPIN	ENSG00000075131	15
AP4E1	ENSG00000081014	15
ZFAND6	ENSG00000086666	15
PDCD7	ENSG00000090470	15
SPG21	ENSG00000090487	15
TRPM7	ENSG00000092439	15
TYRO3	ENSG00000092445	15
WDR76	ENSG00000092470	15
CAPN3	ENSG00000092529	15
SNAP23	ENSG00000092531	15
AQP9	ENSG00000103569	15
AAGAB	ENSG00000103591	15
IQCH	ENSG00000103599	15
LACTB	ENSG00000103642	15
CORO2B	ENSG00000103647	15
CSK	ENSG00000103653	15
HERC1	ENSG00000103657	15
TRIP4	ENSG00000103671	15
MTFMT	ENSG00000103707	15
AP3B2	ENSG00000103723	15
ACSBG1	ENSG00000103740	15
IGDCC4	ENSG00000103742	15
RAB11A	ENSG00000103769	15
CTSH	ENSG00000103811	15
TTC23	ENSG00000103852	15
FAH	ENSG00000103876	15
KIAA1199	ENSG00000103888	15
RPAP1	ENSG00000103932	15
HOMER2	ENSG00000103942	15
EHD4	ENSG00000103966	15
TMEM87A	ENSG00000103978	15
ZFP106	ENSG00000103994	15
CEP152	ENSG00000103995	15
ATP8B4	ENSG00000104043	15
DTWD1	ENSG00000104047	15
GABPB1	ENSG00000104064	15
BMF	ENSG00000104081	15
DMXL2	ENSG00000104093	15
DNAJC17	ENSG00000104129	15
EIF3J	ENSG00000104131	15
SPG11	ENSG00000104133	15
VPS18	ENSG00000104142	15
OIP5	ENSG00000104147	15
SLC30A4	ENSG00000104154	15
PLDN	ENSG00000104164	15
MYEF2	ENSG00000104177	15
UBE3A	ENSG00000114062	15
MESDC2	ENSG00000117899	15
RCN2	ENSG00000117906	15
TMEM85	ENSG00000128463	15
EIF2AK4	ENSG00000128829	15
MYO5C	ENSG00000128833	15
TMOD2	ENSG00000128872	15
TTBK2	ENSG00000128881	15
ELL3	ENSG00000128886	15
C15orf57	ENSG00000128891	15
INO80	ENSG00000128908	15
NARG2	ENSG00000128915	15
ALDH1A2	ENSG00000128918	15
FAM63B	ENSG00000128923	15
IVD	ENSG00000128928	15
C15orf23	ENSG00000128944	15
DUT	ENSG00000128951	15
CHAC1	ENSG00000128965	15
CLN6	ENSG00000128973	15
ARPP19	ENSG00000128989	15
VPS13C	ENSG00000129003	15
CALML4	ENSG00000129007	15
THAP10	ENSG00000129028	15
LOXL1	ENSG00000129038	15
SELS	ENSG00000131871	15
